HALE,Country,Year,Sex,Age Expectancy,Latitude,Longitude
Healthy life expectancy (HALE) at birth (years),Brunei Darussalam,2019,Male,65.2,4.5,114.67
Healthy life expectancy (HALE) at birth (years),Libya,2019,Both sexes,65.2,,
Healthy life expectancy (HALE) at birth (years),Montenegro,2019,Male,65.2,42.0,19.0
Healthy life expectancy (HALE) at birth (years),United States of America,2019,Male,65.2,,
Healthy life expectancy (HALE) at birth (years),Belize,2019,Both sexes,65.3,17.25,-88.75
Healthy life expectancy (HALE) at birth (years),Viet Nam,2019,Both sexes,65.3,,
Healthy life expectancy (HALE) at birth (years),Argentina,2019,Male,65.4,-34.0,-64.0
Healthy life expectancy (HALE) at birth (years),Brazil,2019,Both sexes,65.4,-10.0,-55.0
Healthy life expectancy (HALE) at birth (years),Grenada,2019,Female,65.4,12.12,-61.67
Healthy life expectancy (HALE) at birth (years),Serbia,2019,Male,65.4,44.0,21.0
Healthy life expectancy (HALE) at birth (years),Uruguay,2019,Male,65.4,-33.0,-56.0
Healthy life expectancy (HALE) at birth (years),Bahrain,2019,Female,65.5,26.0,50.55
Healthy life expectancy (HALE) at birth (years),Libya,2019,Female,65.5,,
Healthy life expectancy (HALE) at birth (years),Nicaragua,2019,Both sexes,65.5,13.0,-85.0
Healthy life expectancy (HALE) at birth (years),Tonga,2019,Female,65.5,-20.0,-175.0
Healthy life expectancy (HALE) at birth (years),Brunei Darussalam,2019,Both sexes,65.6,4.5,114.67
Healthy life expectancy (HALE) at birth (years),Bosnia and Herzegovina,2019,Male,65.7,44.0,18.0
Healthy life expectancy (HALE) at birth (years),Malaysia,2019,Both sexes,65.7,2.5,112.5
Healthy life expectancy (HALE) at birth (years),Kyrgyzstan,2019,Both sexes,65.8,41.0,75.0
Healthy life expectancy (HALE) at birth (years),Mexico,2019,Both sexes,65.8,23.0,-102.0
Healthy life expectancy (HALE) at birth (years),Paraguay,2019,Both sexes,65.8,-23.0,-58.0
Healthy life expectancy (HALE) at birth (years),United Arab Emirates,2019,Male,65.8,24.0,54.0
Healthy life expectancy (HALE) at birth (years),Uzbekistan,2019,Female,65.8,41.0,64.0
Healthy life expectancy (HALE) at birth (years),Bahrain,2019,Both sexes,65.9,26.0,50.55
Healthy life expectancy (HALE) at birth (years),Jamaica,2019,Male,65.9,18.25,-77.5
Healthy life expectancy (HALE) at birth (years),Mauritius,2019,Female,65.9,-20.28,57.55
Healthy life expectancy (HALE) at birth (years),Poland,2019,Male,65.9,52.0,20.0
Healthy life expectancy (HALE) at birth (years),Thailand,2019,Male,65.9,15.0,100.0
Healthy life expectancy (HALE) at birth (years),Bahrain,2019,Male,66.0,26.0,50.55
Healthy life expectancy (HALE) at birth (years),Belarus,2019,Both sexes,66.0,53.0,28.0
Healthy life expectancy (HALE) at birth (years),Iran (Islamic Republic of),2019,Male,66.0,,
Healthy life expectancy (HALE) at birth (years),Lebanon,2019,Both sexes,66.0,33.83,35.83
Healthy life expectancy (HALE) at birth (years),United Arab Emirates,2019,Both sexes,66.0,24.0,54.0
Healthy life expectancy (HALE) at birth (years),Algeria,2019,Female,66.1,28.0,3.0
Healthy life expectancy (HALE) at birth (years),Brunei Darussalam,2019,Female,66.1,4.5,114.67
Healthy life expectancy (HALE) at birth (years),Dominican Republic,2019,Female,66.1,19.0,-70.67
Healthy life expectancy (HALE) at birth (years),The former Yugoslav Republic of Macedonia,2019,Both sexes,66.1,,
Healthy life expectancy (HALE) at birth (years),Tunisia,2019,Male,66.1,34.0,9.0
Healthy life expectancy (HALE) at birth (years),United States of America,2019,Both sexes,66.1,,
Healthy life expectancy (HALE) at birth (years),Antigua and Barbuda,2019,Male,66.2,17.05,-61.8
Healthy life expectancy (HALE) at birth (years),Barbados,2019,Male,66.2,13.17,-59.53
Healthy life expectancy (HALE) at birth (years),Latvia,2019,Both sexes,66.2,57.0,25.0
Healthy life expectancy (HALE) at birth (years),Slovakia,2019,Male,66.2,48.67,19.5
Healthy life expectancy (HALE) at birth (years),Trinidad and Tobago,2019,Both sexes,66.2,11.0,-61.0
Healthy life expectancy (HALE) at birth (years),United Arab Emirates,2019,Female,66.2,24.0,54.0
Healthy life expectancy (HALE) at birth (years),Bulgaria,2019,Both sexes,66.3,43.0,25.0
Healthy life expectancy (HALE) at birth (years),Iran (Islamic Republic of),2019,Both sexes,66.3,,
Healthy life expectancy (HALE) at birth (years),Algeria,2019,Both sexes,66.4,28.0,3.0
Healthy life expectancy (HALE) at birth (years),Estonia,2019,Male,66.4,59.0,26.0
Healthy life expectancy (HALE) at birth (years),Seychelles,2019,Female,66.4,-4.58,55.67
Healthy life expectancy (HALE) at birth (years),Bahamas,2019,Female,66.5,24.25,-76.0
Healthy life expectancy (HALE) at birth (years),Iran (Islamic Republic of),2019,Female,66.5,,
Healthy life expectancy (HALE) at birth (years),Cuba,2019,Male,66.6,21.5,-80.0
Healthy life expectancy (HALE) at birth (years),Democratic People's Republic of Korea,2019,Female,66.6,,
Healthy life expectancy (HALE) at birth (years),Jamaica,2019,Both sexes,66.6,18.25,-77.5
Healthy life expectancy (HALE) at birth (years),Saint Lucia,2019,Female,66.6,13.88,-61.13
Healthy life expectancy (HALE) at birth (years),Algeria,2019,Male,66.7,28.0,3.0
Healthy life expectancy (HALE) at birth (years),Croatia,2019,Male,66.7,45.17,15.5
Healthy life expectancy (HALE) at birth (years),Lithuania,2019,Both sexes,66.7,56.0,24.0
Healthy life expectancy (HALE) at birth (years),Romania,2019,Both sexes,66.8,46.0,25.0
Healthy life expectancy (HALE) at birth (years),Malaysia,2019,Female,66.9,2.5,112.5
Healthy life expectancy (HALE) at birth (years),Serbia,2019,Both sexes,66.9,44.0,21.0
Healthy life expectancy (HALE) at birth (years),Tunisia,2019,Both sexes,66.9,34.0,9.0
Healthy life expectancy (HALE) at birth (years),Antigua and Barbuda,2019,Both sexes,67.0,17.05,-61.8
Healthy life expectancy (HALE) at birth (years),Barbados,2019,Both sexes,67.0,13.17,-59.53
Healthy life expectancy (HALE) at birth (years),Czechia,2019,Male,67.0,,
Healthy life expectancy (HALE) at birth (years),Lebanon,2019,Female,67.0,33.83,35.83
Healthy life expectancy (HALE) at birth (years),Montenegro,2019,Both sexes,67.0,42.0,19.0
Healthy life expectancy (HALE) at birth (years),Sri Lanka,2019,Both sexes,67.0,7.0,81.0
Healthy life expectancy (HALE) at birth (years),United States of America,2019,Female,67.0,,
Healthy life expectancy (HALE) at birth (years),Argentina,2019,Both sexes,67.1,-34.0,-64.0
Healthy life expectancy (HALE) at birth (years),Armenia,2019,Both sexes,67.1,40.0,45.0
Healthy life expectancy (HALE) at birth (years),Qatar,2019,Both sexes,67.1,25.5,51.25
Healthy life expectancy (HALE) at birth (years),Republic of Moldova,2019,Female,67.1,,
Healthy life expectancy (HALE) at birth (years),Venezuela (Bolivarian Republic of),2019,Female,67.1,,
Healthy life expectancy (HALE) at birth (years),Bosnia and Herzegovina,2019,Both sexes,67.2,44.0,18.0
Healthy life expectancy (HALE) at birth (years),Cabo Verde,2019,Female,67.2,,
Healthy life expectancy (HALE) at birth (years),China,2019,Male,67.2,35.0,105.0
Healthy life expectancy (HALE) at birth (years),Hungary,2019,Both sexes,67.2,47.0,20.0
Healthy life expectancy (HALE) at birth (years),Jordan,2019,Female,67.2,31.0,36.0
Healthy life expectancy (HALE) at birth (years),Mexico,2019,Female,67.2,23.0,-102.0
Healthy life expectancy (HALE) at birth (years),Nicaragua,2019,Female,67.2,13.0,-85.0
Healthy life expectancy (HALE) at birth (years),Belize,2019,Female,67.3,17.25,-88.75
Healthy life expectancy (HALE) at birth (years),Jamaica,2019,Female,67.3,18.25,-77.5
Healthy life expectancy (HALE) at birth (years),The former Yugoslav Republic of Macedonia,2019,Female,67.3,,
Healthy life expectancy (HALE) at birth (years),Paraguay,2019,Female,67.3,-23.0,-58.0
Healthy life expectancy (HALE) at birth (years),Brazil,2019,Female,67.4,-10.0,-55.0
Healthy life expectancy (HALE) at birth (years),Colombia,2019,Male,67.4,4.0,-72.0
Healthy life expectancy (HALE) at birth (years),Kazakhstan,2019,Female,67.4,48.0,68.0
Healthy life expectancy (HALE) at birth (years),Panama,2019,Male,67.4,9.0,-80.0
Healthy life expectancy (HALE) at birth (years),Russian Federation,2019,Female,67.5,60.0,100.0
Healthy life expectancy (HALE) at birth (years),Uruguay,2019,Both sexes,67.5,-33.0,-56.0
Healthy life expectancy (HALE) at birth (years),Jordan,2019,Both sexes,67.6,31.0,36.0
Healthy life expectancy (HALE) at birth (years),Antigua and Barbuda,2019,Female,67.7,17.05,-61.8
Healthy life expectancy (HALE) at birth (years),Barbados,2019,Female,67.7,13.17,-59.53
Healthy life expectancy (HALE) at birth (years),Ecuador,2019,Male,67.7,-2.0,-77.5
Healthy life expectancy (HALE) at birth (years),Kyrgyzstan,2019,Female,67.7,41.0,75.0
Healthy life expectancy (HALE) at birth (years),Tunisia,2019,Female,67.7,34.0,9.0
Healthy life expectancy (HALE) at birth (years),Cuba,2019,Both sexes,67.8,21.5,-80.0
Healthy life expectancy (HALE) at birth (years),El Salvador,2019,Female,67.8,13.83,-88.92
Healthy life expectancy (HALE) at birth (years),Türkiye,2019,Male,67.8,,
Healthy life expectancy (HALE) at birth (years),Ukraine,2019,Female,67.8,49.0,32.0
Healthy life expectancy (HALE) at birth (years),Georgia,2019,Female,67.9,42.0,43.5
Healthy life expectancy (HALE) at birth (years),Albania,2019,Male,68.0,41.0,20.0
Healthy life expectancy (HALE) at birth (years),Jordan,2019,Male,68.1,31.0,36.0
Healthy life expectancy (HALE) at birth (years),Qatar,2019,Male,68.1,25.5,51.25
Healthy life expectancy (HALE) at birth (years),Thailand,2019,Both sexes,68.3,15.0,100.0
Healthy life expectancy (HALE) at birth (years),Viet Nam,2019,Female,68.3,,
Healthy life expectancy (HALE) at birth (years),Serbia,2019,Female,68.4,44.0,21.0
Healthy life expectancy (HALE) at birth (years),Türkiye,2019,Both sexes,68.4,,
Healthy life expectancy (HALE) at birth (years),China,2019,Both sexes,68.5,35.0,105.0
Healthy life expectancy (HALE) at birth (years),Ecuador,2019,Both sexes,68.5,-2.0,-77.5
Healthy life expectancy (HALE) at birth (years),Slovakia,2019,Both sexes,68.5,48.67,19.5
Healthy life expectancy (HALE) at birth (years),Costa Rica,2019,Male,68.6,10.0,-84.0
Healthy life expectancy (HALE) at birth (years),Croatia,2019,Both sexes,68.6,45.17,15.5
Healthy life expectancy (HALE) at birth (years),Trinidad and Tobago,2019,Female,68.6,11.0,-61.0
Healthy life expectancy (HALE) at birth (years),Bosnia and Herzegovina,2019,Female,68.7,44.0,18.0
Healthy life expectancy (HALE) at birth (years),Bulgaria,2019,Female,68.7,43.0,25.0
Healthy life expectancy (HALE) at birth (years),Montenegro,2019,Female,68.7,42.0,19.0
Healthy life expectancy (HALE) at birth (years),Panama,2019,Both sexes,68.7,9.0,-80.0
Healthy life expectancy (HALE) at birth (years),Poland,2019,Both sexes,68.7,52.0,20.0
Healthy life expectancy (HALE) at birth (years),Argentina,2019,Female,68.8,-34.0,-64.0
Healthy life expectancy (HALE) at birth (years),Czechia,2019,Both sexes,68.8,,
Healthy life expectancy (HALE) at birth (years),Chile,2019,Male,69.0,-30.0,-71.0
Healthy life expectancy (HALE) at birth (years),Colombia,2019,Both sexes,69.0,4.0,-72.0
Healthy life expectancy (HALE) at birth (years),Slovenia,2019,Male,69.0,46.0,15.0
Healthy life expectancy (HALE) at birth (years),Sri Lanka,2019,Female,69.0,7.0,81.0
Healthy life expectancy (HALE) at birth (years),Türkiye,2019,Female,69.0,,
Healthy life expectancy (HALE) at birth (years),Albania,2019,Both sexes,69.1,41.0,20.0
Healthy life expectancy (HALE) at birth (years),Armenia,2019,Female,69.1,40.0,45.0
Healthy life expectancy (HALE) at birth (years),Cuba,2019,Female,69.2,21.5,-80.0
Healthy life expectancy (HALE) at birth (years),Estonia,2019,Both sexes,69.2,59.0,26.0
Healthy life expectancy (HALE) at birth (years),Peru,2019,Male,69.2,-10.0,-76.0
Healthy life expectancy (HALE) at birth (years),Ecuador,2019,Female,69.3,-2.0,-77.5
Healthy life expectancy (HALE) at birth (years),Hungary,2019,Female,69.3,47.0,20.0
Healthy life expectancy (HALE) at birth (years),Latvia,2019,Female,69.3,57.0,25.0
Healthy life expectancy (HALE) at birth (years),Belarus,2019,Female,69.4,53.0,28.0
Healthy life expectancy (HALE) at birth (years),Romania,2019,Female,69.4,46.0,25.0
Healthy life expectancy (HALE) at birth (years),Kuwait,2019,Male,69.5,29.34,47.66
Healthy life expectancy (HALE) at birth (years),Peru,2019,Both sexes,69.5,-10.0,-76.0
Healthy life expectancy (HALE) at birth (years),Uruguay,2019,Female,69.5,-33.0,-56.0
Healthy life expectancy (HALE) at birth (years),New Zealand,2019,Male,69.6,-41.0,174.0
Healthy life expectancy (HALE) at birth (years),Portugal,2019,Male,69.6,39.5,-8.0
Healthy life expectancy (HALE) at birth (years),United Kingdom of Great Britain and Northern Ireland,2019,Male,69.6,,
Healthy life expectancy (HALE) at birth (years),Germany,2019,Male,69.7,51.0,9.0
Healthy life expectancy (HALE) at birth (years),Lithuania,2019,Female,69.7,56.0,24.0
Healthy life expectancy (HALE) at birth (years),Maldives,2019,Male,69.7,3.25,73.0
Healthy life expectancy (HALE) at birth (years),Belgium,2019,Male,69.8,50.83,4.0
Healthy life expectancy (HALE) at birth (years),Peru,2019,Female,69.8,-10.0,-76.0
Healthy life expectancy (HALE) at birth (years),Austria,2019,Male,69.9,47.33,13.33
Healthy life expectancy (HALE) at birth (years),Finland,2019,Male,69.9,64.0,26.0
Healthy life expectancy (HALE) at birth (years),Greece,2019,Male,69.9,39.0,22.0
Healthy life expectancy (HALE) at birth (years),Chile,2019,Both sexes,70.0,-30.0,-71.0
Healthy life expectancy (HALE) at birth (years),China,2019,Female,70.0,35.0,105.0
Healthy life expectancy (HALE) at birth (years),Costa Rica,2019,Both sexes,70.0,10.0,-84.0
Healthy life expectancy (HALE) at birth (years),Maldives,2019,Both sexes,70.0,3.25,73.0
Healthy life expectancy (HALE) at birth (years),Maldives,2019,Female,70.0,3.25,73.0
Healthy life expectancy (HALE) at birth (years),Panama,2019,Female,70.0,9.0,-80.0
Healthy life expectancy (HALE) at birth (years),Kuwait,2019,Both sexes,70.1,29.34,47.66
Healthy life expectancy (HALE) at birth (years),United Kingdom of Great Britain and Northern Ireland,2019,Both sexes,70.1,,
Healthy life expectancy (HALE) at birth (years),Australia,2019,Male,70.2,-27.0,133.0
Healthy life expectancy (HALE) at birth (years),New Zealand,2019,Both sexes,70.2,-41.0,174.0
Healthy life expectancy (HALE) at birth (years),Albania,2019,Female,70.3,41.0,20.0
Healthy life expectancy (HALE) at birth (years),Canada,2019,Male,70.5,60.0,-95.0
Healthy life expectancy (HALE) at birth (years),Colombia,2019,Female,70.5,4.0,-72.0
Healthy life expectancy (HALE) at birth (years),Croatia,2019,Female,70.5,45.17,15.5
Healthy life expectancy (HALE) at birth (years),Belgium,2019,Both sexes,70.6,50.83,4.0
Healthy life expectancy (HALE) at birth (years),Czechia,2019,Female,70.6,,
Healthy life expectancy (HALE) at birth (years),Thailand,2019,Female,70.6,15.0,100.0
Healthy life expectancy (HALE) at birth (years),United Kingdom of Great Britain and Northern Ireland,2019,Female,70.6,,
Healthy life expectancy (HALE) at birth (years),Denmark,2019,Male,70.7,56.0,10.0
Healthy life expectancy (HALE) at birth (years),Ireland,2019,Male,70.7,53.0,-8.0
Healthy life expectancy (HALE) at birth (years),Slovenia,2019,Both sexes,70.7,46.0,15.0
Healthy life expectancy (HALE) at birth (years),New Zealand,2019,Female,70.8,-41.0,174.0
Healthy life expectancy (HALE) at birth (years),Slovakia,2019,Female,70.8,48.67,19.5
Healthy life expectancy (HALE) at birth (years),Australia,2019,Both sexes,70.9,-27.0,133.0
Healthy life expectancy (HALE) at birth (years),Austria,2019,Both sexes,70.9,47.33,13.33
Healthy life expectancy (HALE) at birth (years),Germany,2019,Both sexes,70.9,51.0,9.0
Healthy life expectancy (HALE) at birth (years),Greece,2019,Both sexes,70.9,39.0,22.0
Healthy life expectancy (HALE) at birth (years),Malta,2019,Male,70.9,35.83,14.58
Healthy life expectancy (HALE) at birth (years),Denmark,2019,Both sexes,71.0,56.0,10.0
Healthy life expectancy (HALE) at birth (years),Finland,2019,Both sexes,71.0,64.0,26.0
Healthy life expectancy (HALE) at birth (years),Norway,2019,Male,71.0,62.0,10.0
Healthy life expectancy (HALE) at birth (years),Portugal,2019,Both sexes,71.0,39.5,-8.0
Healthy life expectancy (HALE) at birth (years),Chile,2019,Female,71.1,-30.0,-71.0
Healthy life expectancy (HALE) at birth (years),France,2019,Male,71.1,46.0,2.0
Healthy life expectancy (HALE) at birth (years),Ireland,2019,Both sexes,71.1,53.0,-8.0
Healthy life expectancy (HALE) at birth (years),Kuwait,2019,Female,71.1,29.34,47.66
Healthy life expectancy (HALE) at birth (years),Luxembourg,2019,Male,71.1,49.75,6.17
Healthy life expectancy (HALE) at birth (years),Italy,2019,Male,71.2,42.83,12.83
Healthy life expectancy (HALE) at birth (years),Belgium,2019,Female,71.3,50.83,4.0
Healthy life expectancy (HALE) at birth (years),Canada,2019,Both sexes,71.3,60.0,-95.0
Healthy life expectancy (HALE) at birth (years),Costa Rica,2019,Female,71.3,10.0,-84.0
Healthy life expectancy (HALE) at birth (years),Netherlands,2019,Male,71.3,52.5,5.75
Healthy life expectancy (HALE) at birth (years),Poland,2019,Female,71.3,52.0,20.0
Healthy life expectancy (HALE) at birth (years),Republic of Korea,2019,Male,71.3,,
Healthy life expectancy (HALE) at birth (years),Spain,2019,Male,71.3,40.0,-4.0
Healthy life expectancy (HALE) at birth (years),Denmark,2019,Female,71.4,56.0,10.0
Healthy life expectancy (HALE) at birth (years),Ireland,2019,Female,71.4,53.0,-8.0
Healthy life expectancy (HALE) at birth (years),Netherlands,2019,Both sexes,71.4,52.5,5.75
Healthy life expectancy (HALE) at birth (years),Norway,2019,Both sexes,71.4,62.0,10.0
Healthy life expectancy (HALE) at birth (years),Malta,2019,Both sexes,71.5,35.83,14.58
Healthy life expectancy (HALE) at birth (years),Netherlands,2019,Female,71.5,52.5,5.75
Healthy life expectancy (HALE) at birth (years),Luxembourg,2019,Both sexes,71.6,49.75,6.17
Healthy life expectancy (HALE) at birth (years),Norway,2019,Female,71.6,62.0,10.0
Healthy life expectancy (HALE) at birth (years),Australia,2019,Female,71.7,-27.0,133.0
Healthy life expectancy (HALE) at birth (years),Estonia,2019,Female,71.7,59.0,26.0
Healthy life expectancy (HALE) at birth (years),Iceland,2019,Male,71.7,65.0,-18.0
Healthy life expectancy (HALE) at birth (years),Sweden,2019,Male,71.7,62.0,15.0
Healthy life expectancy (HALE) at birth (years),Cyprus,2019,Male,71.8,35.0,33.0
Healthy life expectancy (HALE) at birth (years),Austria,2019,Female,71.9,47.33,13.33
Healthy life expectancy (HALE) at birth (years),Greece,2019,Female,71.9,39.0,22.0
Healthy life expectancy (HALE) at birth (years),Italy,2019,Both sexes,71.9,42.83,12.83
Healthy life expectancy (HALE) at birth (years),Malta,2019,Female,71.9,35.83,14.58
Healthy life expectancy (HALE) at birth (years),Sweden,2019,Both sexes,71.9,62.0,15.0
Healthy life expectancy (HALE) at birth (years),Canada,2019,Female,72.0,60.0,-95.0
